Name & SERP Title,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Host,All guests (incl main guest),Intro & SERP Meta Description,directmp3link,Publication date,Season,Episode ID - short,Overall episode number,Bonus episode?,Featured (popular),Main image,Shownotes/ extra info,Youtube Embed code,Transcript,Guests,Date,Duration,YouTube URL,Main Image,Show Notes
Getting to know your customers - with Conrad Omansky,getting-to-know-your-customers-with-conrad-omansky,62446457cab48b4f642519ed,65c0bc2deeb580591f9965a7,Mon Feb 05 2024 10:45:01 GMT+0000 (Coordinated Universal Time),Tue Feb 06 2024 08:30:01 GMT+0000 (Coordinated Universal Time),Mon Feb 19 2024 18:23:28 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,conrad-omansky,"Conrad Omansky talks about how to really get to know your customers, how to find out the right information and to analyze the data the correct way.",https://audio.transistor.fm/m/shows/28592/461ba543cfd78f56166afe8217c1b393.mp3?download=getting-to-know-your-customers-with-conrad-omansky,Tue Feb 06 2024 00:00:00 GMT+0000 (Coordinated Universal Time),1,,34,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/65c0b9a579c405ef54a976eb_Bildschirmfoto%202024-02-02%20um%2011.33.57.png,"<p id="""">The key to improving your business is to understand the customers. In this episode, Conrad Omansky, CEO and Founder of the Omansky Group, tells us why qualitative and quantitative data are so important to optimize the website and how to find the right information. Besides that, he tells us the best ways to analyze the data and his best user interview tips.<br><br><strong id="""">Book &amp; Blog recommendations: &nbsp;</strong></p><ul id=""""><li id="""">The 9 American Lifestyles by Arnold Mitchell, 1983</li><li id="""">The Honest Broker</li></ul><p id="""">------<br><br>Der Schlüssel zur Verbesserung des Unternehmens ist es, Kunden richtig kennenzulernen und zu verstehen. In dieser Folge erklärt Conrad Omansky, CEO und Gründer der Omansky Group, warum qualitative und quantitative Daten so wichtig für die Optimierung der Website sind und wie man die richtigen Informationen findet. Außerdem verrät er uns, wie man die Daten am besten analysiert und gibt seine Tipps für Nutzer-Interviews. <br><br></p><p id=""""><strong id="""">Buch- &amp; Blogempfehlungen: &nbsp;</strong></p><ul id=""""><li id="""">Die 9 amerikanischen Lebensstile von Arnold Mitchell, 1983</li><li id="""">The Honest Broker</li></ul><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/65c0b9a579c405ef54a976eb_Bildschirmfoto%202024-02-02%20um%2011.33.57.png,
Testing-Strategie und CRO-Insights von HubSpot - mit Philipp Becker,testing-strategie-und-cro-insights-von-hubspot---mit-philipp-becker,62446457cab48b4f642519ed,65a9507f1875bc6ec6a77c8e,Thu Jan 18 2024 16:23:27 GMT+0000 (Coordinated Universal Time),Tue Jan 23 2024 10:38:11 GMT+0000 (Coordinated Universal Time),Tue Jan 23 2024 10:38:22 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,philipp-becker," Philipp Becker, Senior CRO Marketing Manager bei HubSpot, berichtet in dieser Folge über die Testing Strategie bei Hubspot.",https://audio.transistor.fm/m/shows/28592/a810eafa547ce43ab62b683efb41886d.mp3?download=testing-strategie-und-cro-insights-von-hubspot-mit-philipp-becker,Tue Jan 23 2024 00:00:00 GMT+0000 (Coordinated Universal Time),1,,33,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/65a950323c9c3b7f23d21e21_CROCAFE_Philipp%20Becker_Website.png,"<p id="""">In dieser Folge sprechen wir über Conversion Rate Optimierung im B2B-Umfeld. Philipp Becker, Senior CRO Marketing Manager bei <a href=""https://www.hubspot.de/"" id="""">HubSpo</a>t, erzählt, was man bei Experimenten auf Content-Seiten wie Blog oder Landing Pages beachten sollte. Zudem teilt er Best Practices und verrät, durch welche Tests sie es geschafft haben, ihre Conversion Rate deutlich zu steigern. Erfahrt, welche KI-Features Hubspot bereits in der eigenen Software integriert hat.<br></p><p id="""">Viel Spaß beim Hören. </p><p id="""">‍</p><p id=""""><strong id="""">Philipp's Buchtipps: </strong></p><ul id=""""><li id=""""><em id="""">Daniel Kahneman “Thinking fast and Slow""</em></li><li id="""">R<em id="""">on Kohavi “Trustworthy Online Controlled Experiments”</em></li><li id="""">Dale Carnegie “Wie man Freunde gewinnt”</li></ul><p id=""""><strong id="""">Philipp's Podcast-Tipps: </strong></p><ul id=""""><li id=""""><a href=""https://link.chtbl.com/listenandgrow""><strong id="""">Hubspot Listen &amp; Grow</strong></a></li><li id=""""><a href=""https://link.chtbl.com/hubspothangout"" id=""""><strong id=""""><em id="""">HubSpot Hangout</em></strong></a></li></ul><p id="""">‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/65a950323c9c3b7f23d21e21_CROCAFE_Philipp%20Becker_Website.png,
Durch eine maßgeschneiderte UX mehr Erfolg im E-Commerce - mit Anas Elimani,durch-eine-massgeschneiderte-ux-mehr-erfolg-im-e-commerce-mit-anas-elimani,62446457cab48b4f642519ed,6581b4623373d2933b1e6d36,Tue Dec 19 2023 15:18:58 GMT+0000 (Coordinated Universal Time),Wed Dec 20 2023 09:21:21 GMT+0000 (Coordinated Universal Time),Wed Dec 20 2023 09:21:25 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,anas-elimani," Anas Elimani, Co-Founder von Labrigart.Design spricht darüber, wie wichtig eine gute User Experience im E-Commerce ist. ",https://audio.transistor.fm/m/shows/28592/f5344cca4b84ce29d4a490c543925928.mp3?download=durch-eine-massgeschneiderte-ux-mehr-erfolg-im-e-commerce-mit-anas-elimani,Wed Dec 20 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,32,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/6581b41670e3bf143b0337c9_Bildschirmfoto%202023-12-18%20um%2009.18.09.png,"<p id="""">Heute zu Gast Anas Elimani, Co-Founder von Labrigart.Design. Wir sprechen darüber, wie wichtig eine gute User Experience im E-Commerce ist. Anas erklärt fundierte UX-Methoden und verrät die wichtigsten Usability-Gesetze für höhere Conversion Rates und mehr Erfolg im E-Commerce. </p><p>‍</p><p>Hier gibt es nochmal die wichtigsten Insights der Episode zum Nachlesen: <a href=""https://labrigart.de/alle-tipps-und-tricks-aus-der-podcast-folge-im-cro-cafe""><strong id="""">https://labrigart.de/alle-tipps-und-tricks-aus-der-podcast-folge-im-cro-cafe</strong></a></p><p>‍</p><p id=""""><strong>Anas's Tipps:</strong></p><ul id=""""><li id="""">TED Talks UX - YouTube</li><li id="""">PsyConversion, Philipp Spreer</li></ul>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/6581b41670e3bf143b0337c9_Bildschirmfoto%202023-12-18%20um%2009.18.09.png,
Einblicke in das CRO-Programm von BabyOne - mit Rebecca Hahn und Amelie Albers,conversion-rate-optimierung-bei-babyone-mit-rebecca-hahn-und-amelie-albers,62446457cab48b4f642519ed,6564bb191d300900573d957d,Mon Nov 27 2023 15:51:53 GMT+0000 (Coordinated Universal Time),Tue Nov 28 2023 09:00:01 GMT+0000 (Coordinated Universal Time),Tue Dec 19 2023 14:35:48 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,amelie-albers; rebecca-hahn,"Rebecca Hahn, UX Designerin und Amelie Albers, E-Commerce Managerin bei BabyOne erzählen über die Experimentation-Strategie bei BabyOne.",https://audio.transistor.fm/m/shows/28592/6a6f3fd7f748cdc3dc0997763e811162.mp3?download=conversion-rate-optimierung-bei-babyone-mit-rebecca-hahn-und-amelie-albers,Tue Nov 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,31,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/6564b99b62a5c3aed3f828f7_Bildschirmfoto%202023-11-07%20um%2009.10.27.png,"<p id="""">Testing ist sehr vielfältig und jedes Unternehmen hat eine andere Strategie. In dieser Episode haben wir Rebecca Hahn, UX-Designerin und Amelie Albers, E-Commerce Managerin bei BabyOne, dem führenden Omnichannel-Anbieter für Baby- und Kleinkind-Produkte, zu Gast. Sie erzählen über die Experimentation-Strategie bei BabyOne, teilen interessante Best Practices sowie spannende Insights und Projekte, an denen sie gerade arbeiten.<br><br>Ihre Tipp's für Inspiration rund um das Thema CRO und UX:</p><ul id=""""><li id="""">LinkedIn </li><li id=""""><strong id="""">Designing with Data</strong> von Rochelle King, Elizabeth F. Churchill, Caitlin Tan</li><li id="""">Artikel von KonversionsKraft</li><li id="""">Podcast <strong id="""">Kassenzone</strong></li></ul><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/6564b99b62a5c3aed3f828f7_Bildschirmfoto%202023-11-07%20um%2009.10.27.png,
Psychologische Maßnahmen zur Kundengewinnung - mit Dr. Astrid Junghans,psychologische-massnahmen-zur-kundengewinnung-mit-dr-astrid-junghans,62446457cab48b4f642519ed,6549f4fae99c7c1a37abaff1,Tue Nov 07 2023 08:27:38 GMT+0000 (Coordinated Universal Time),Fri Nov 10 2023 07:34:36 GMT+0000 (Coordinated Universal Time),Fri Nov 10 2023 07:34:42 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,astrid-junghans,"Astrid Junghans, Managing Consultat bei elaboratum, verrät erfolgreiche Maßnahmen neben A/B Testing, um die Conversions deines Shops zu steigern.",https://audio.transistor.fm/m/shows/28592/5cd338088a3fdc305dd5e49e7e31fd57.mp3?download=psychologische-massnahmen-zur-kundengewinnung-mit-dr-astrid-junghans,Tue Nov 07 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,30,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/6549f0ea59697f719634e56c_Astrid%20Junghans_CRO.CAFE.png,"<p id="""">Damit man seine potenzielle Kundschaft auch erreicht, ist es eine grundlegende Voraussetzung, deren Verhalten sowie die Bedürfnisse zu kennen. Das schafft man, indem man psychologische Maßnahmen anwendet. Astrid Junghans, Managing Consultant und promovierte Psychologin bei elaboratom, erzählt uns in der aktuellen Folge welche Maßnahmen sie anhand ihrer vergangenen Learnings bei elaboratum anwendet. Sie ist Expertin für Verhaltensänderung und Forschungsmethoden, kennt und weiß wie ihre Zielgruppe tickt. Außerdem teilt sie uns ihre Sicht der zukünftigen Entwicklungen mit.</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/6549f0ea59697f719634e56c_Astrid%20Junghans_CRO.CAFE.png,
Testing bei kleineren Unternehmen mit Gunnar Asmussen,testing-bei-kleineren-unternehmen-mit-gunnar-asmussen,62446457cab48b4f642519ed,652e9f8115aa067f377927f0,Tue Oct 17 2023 14:51:45 GMT+0000 (Coordinated Universal Time),Tue Oct 17 2023 14:51:45 GMT+0000 (Coordinated Universal Time),Tue Oct 17 2023 14:52:47 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,gunnar-asmussen,"Heute sprechen wir mit Gunnar Asmussen, CMO & CTO von kurz-mal-weg,de, über Experimentation bei Unternehmen mit weniger Traffic. ",https://audio.transistor.fm/m/shows/28592/da0f241195f4b44b3f9f453d4ef0a07b.mp3?download=testing-bei-kleineren-unternehmen,Tue Oct 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,29,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/652e5a8d1e0739426709666c_Gunnar%20CRO.CAFE.png,"<p id="""">Gunnar Asmussen, CMO &amp; CTO von <a href=""http://kurz-mal-weg.de"">kurz-mal-weg,de</a>, spricht in dieser Folge über seinen Wechsel in die Reisebranche und seine Best Practices im Testing. </p><p id="""">Außerdem klärt er auf, ob es bei kleineren Unternehmen Sinn macht, A/B Tests zur Optimierung zu nutzen und worauf man dabei achten sollte. </p><p>‍</p><p id="""">Viel Spaß beim Hören! </p><p>‍</p><p id=""""><strong>Gunnar's Tipps zum Thema CRO:</strong></p><ul id=""""><li>LinkedIn: Samuel Hess und Jakub Linowski</li><li><a href=""http://Goodui.org"" id="""">Goodui.org</a> &nbsp;</li><li><a href=""http://guessthetest.com"" id="""">guessthetest.com</a></li></ul><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/652e5a8d1e0739426709666c_Gunnar%20CRO.CAFE.png,
Welche Rolle Konsumpsychologie bei CRO einnimmt - mit Philipp Spreer,welche-rolle-konsumpsychologie-bei-cro-einnimmt-mit-philipp-spreer,62446457cab48b4f642519ed,65083627ea26dffb44307431,Mon Sep 18 2023 11:36:07 GMT+0000 (Coordinated Universal Time),Tue Sep 19 2023 07:15:01 GMT+0000 (Coordinated Universal Time),Mon Oct 16 2023 08:49:02 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,philipp-spreer,"Philipp Spreer, Managing Partner & Behavioral Strategist bei Elaboratum, spricht darüber, welche Rolle Konsumpsychologie bei der CRO spielt.",https://audio.transistor.fm/m/shows/28592/3c4e8546989aaaf8cc50dbaea73b12e6.mp3?download=welche-rolle-konsumpsychologie-bei-cro-einnimmt-mit-philipp-spreer,Tue Sep 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,28,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/650835f7ae97233033fc43ed_CRO.CAFE_Philipp_Titelbild.png,"<p id="""">Bei der Konsumpsychologie geht es vor allem darum, die Denkweise der Kunden nachzuvollziehen. Jeder möchte gerne die Conversion Rate steigern, aber die Kunst besteht darin, diese langfristig zu steigern. Philipp Spreer, Managing Partner &amp; Behavioral Strategist bei Elaboratum, gibt in der neuesten Folge bekannt wie man mit Verhaltensökonomie strategisch arbeiten kann und wie Datenstrategie, Marketingtechnologie und Psychologie zu einer Disziplin verschmelzen. Neben seiner konsumpsychologischen Kenntnissen erzählt er, wie man den Nachhaltigkeitsapsekt nicht aus den Augen verliert und wann sein Buch über die drei Disziplinen MarTech, Datenstrategie und Psychologie herauskommt. </p><p id=""""><br></p><p id=""""><strong id="""">Philipp's Buch Tippas:</strong></p><ul id=""""><li id="""">Designing for Behavioral Change” von Stephen Wendel</li><li id="""">Decisions Over Decimals” von Christopher Frank: </li><li id="""">Wildcard von Philipp Spreer ab Oktober</li></ul><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/650835f7ae97233033fc43ed_CRO.CAFE_Philipp_Titelbild.png,
Testing-Kultur und Personalisierung bei Douglas mit Stane Zabot,testing-kultur-und-personalisierung-bei-douglas-mit-stane-zabot,62446457cab48b4f642519ed,64c7d50f9782973b4c6d6ab2,Mon Jul 31 2023 15:36:47 GMT+0000 (Coordinated Universal Time),Wed Aug 02 2023 16:45:25 GMT+0000 (Coordinated Universal Time),Wed Aug 02 2023 16:45:34 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,stane-zabot,"Stane Zabot, UX Manager bei Douglas, spricht darüber, wie der Testingprozess bei Douglas aussieht und berichtet über Zukunftsaussichten.",https://audio.transistor.fm/m/shows/28592/687ec6469dd544f2a2086b166a5726a7.mp3?download=testing-kultur-und-personalisierung-bei-douglas-mit-stane-zabot,Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,27,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/64c7d4f2f453801f6fd2d666_Stane_CRO.CAFE%20Podcast.png,"<p id="""">Gerade bei großen Unternehmen wie Douglas, die neben dem Einzelhandel auch Online eine starke Präsenz haben, lohnt sich A/B Testing besonders. Denn aufgrund des hohen Traffics kann unter optimalen Bedingungen getestet werden. Stane Zabot, UX Manager bei Douglas, ist verantwortlich für das A/B-Testing und Personalisierung bei Douglas. Er spricht darüber, wie der Testingprozess bei ihnen aussieht und berichtet über Zukunftsaussichten.</p><p id="""">Viel Spaß beim Hören 🎧</p><p id="""">Stane's Buch &amp; Podcast Tipps </p><ul id=""""><li>You should test that - Chris Goward</li><li>Less Ego More Data von Samuel Hess </li><li>OMR Education </li></ul>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/64c7d4f2f453801f6fd2d666_Stane_CRO.CAFE%20Podcast.png,
Wie KI die Zukunft des Marketings verändert mit Niklas Lewanczik,wie-ki-die-zukunft-des-marketings-verandert,62446457cab48b4f642519ed,64b63dcb165c02a76ba46fc8,Tue Jul 18 2023 07:22:51 GMT+0000 (Coordinated Universal Time),Tue Jul 18 2023 09:00:02 GMT+0000 (Coordinated Universal Time),Wed Aug 02 2023 16:45:34 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,niklas-lewanczik," Niklas Lewanczik, Redaktionsleiter bei Onlinemarketing.de, gibt Insider-News über die Nutzung von KI im Marketing. ",https://audio.transistor.fm/m/shows/28592/4595f80cb7c62e04dde8ddc845175282.mp3?download=wie-ki-die-zukunft-des-marketings-verandert-mit-niklas-lewanczik,Tue Jul 18 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,26,false,false,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/64b633a9d75c9b6615e6fcf7_Niklas%20Lewanczik_Website.png,"<p id="""">Künstliche Intelligenz gewinnt immer mehr an Bedeutung. Der Durchbruch von ChatGPT hat uns gezeigt, wie sich unser Arbeitsalltag durch KI&nbsp;verändern wird. Niklas Lewanczik, Redaktionsleiter bei Onlinemarketing.de, kennt sich bestens mit der Thematik aus und gibt uns spannende Einblicke in die Arbeit mit Künstlicher&nbsp;Intelligenz. Außerdem verrät er, welche nützliche Tools es momentan auf dem Markt gibt.</p><p id="""">Niklas's Empfehlungen:</p><ul id=""""><li>Blog von Open.ai</li><li>Blogs von Google (DeepMind)</li><li>AI Podcast von Videa&nbsp;&nbsp;</li></ul><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/64b633a9d75c9b6615e6fcf7_Niklas%20Lewanczik_Website.png,
E-Mail Marketing der Profis mit Jakob Gerzen,e-mail-marketing-der-profis-mit-jakob-gerzen,62446457cab48b4f642519ed,64a2ea3437363e9d03912cbd,Mon Jul 03 2023 15:33:08 GMT+0000 (Coordinated Universal Time),Tue Jul 04 2023 08:00:02 GMT+0000 (Coordinated Universal Time),Mon Jul 17 2023 14:14:24 GMT+0000 (Coordinated Universal Time),michael-witzenleiter-yvonne-teufel,jakob-gerzen,"Jakob Gerzen, CEO von More Conversions, verrät seine Geheimtipps für erfolgreiches E-Mail Marketing.",https://audio.transistor.fm/m/shows/28592/f06ff5b71af74b6fbfb5489ab0d860df.mp3?download=e-mail-marketing-der-profis-mit-jakob-gerzen,Tue Jul 04 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1,,25,false,true,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/64a2e834c6d2d55ccdb7b6ff_Jakob%20Gerzen_Website.png,"<p id="""">Nach wie vor ist E-Mail Marketing einer der wichtigsten Kommunikationskanäle von Unternehmen zum Kunden. Doch gibt es große Unterschiede in der Umsetzung. Jakob Gerzen hat 2019 seine eigene Agentur More Conversions gegründet. Wie er es immer wieder schafft, erfolgreiches E-Mail-Marketing von Kunden wie Snocks, Rosental oder live fresh zu betreiben, gibt er in der neusten Folge bekannt. Außerdem verrät er seine Geheimtipps und was man bei E-Mail Kampagnen unbedingt beachten sollte.<br><br><strong id="""">Buchempfehlungen von Jakob</strong>:</p><ul id=""""><li id="""">Conversion Code, Chris Smith</li><li id="""">Don't make me think, Steve King</li><li id="""">Kill your Conversion Killers, Joris Bryon</li></ul><p>‍</p>",,,,2025-01-10T20:38:14.600Z,0,,https://uploads-ssl.webflow.com/62446457cab48b69bf25195e/64a2e834c6d2d55ccdb7b6ff_Jakob%20Gerzen_Website.png,
