Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,female?,Featured on homepage?,Company name,Company URL,Function/Title,Picture,Personal website,Twitter URL,LinkedIn URL,Upcoming
Jeroen Meijer,jeroen-meijer,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf5854bb0525,Thu Feb 06 2020 22:46:18 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:42 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:42 GMT+0000 (Coordinated Universal Time),,,Triple,https://www.wearetriple.com/,"Account Director, Sr. Business development",https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf65aab967a6d47005eb7_5e3c96f6260abe3b77759993_jeroen-min.jpeg,,,https://www.linkedin.com/in/jeroenmeijer1/,
Joris Schellekens,joris-schellekens,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfd5abbb052a,Thu Feb 06 2020 22:49:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:38 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:38 GMT+0000 (Coordinated Universal Time),,,Markteffect,https://www.markteffect.nl/,General manager,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf656e9e9587338b1324c_5e3c979b0eb590a319664ff7_joris-min.jpeg,,https://twitter.com/jschellekens12,https://www.linkedin.com/in/jorisschellekens/,
Jasper Spaargaren,jasper-spaargaren,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf0375bb0527,Thu Feb 06 2020 23:00:21 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:23 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:23 GMT+0000 (Coordinated Universal Time),,,Sir Joe,https://sirjoe.nl/,Director,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6473af82bfee1ae3cc5_5e3c9a559c2fdd83107627fb_jasper-min.jpeg,,,https://www.linkedin.com/in/jasperspaargaren/,
Dirk Soetens,dirk-soetens,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf99e9bb0530,Thu Feb 06 2020 23:04:47 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:19 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:19 GMT+0000 (Coordinated Universal Time),,,VRT/VAR,https://www.var.be,Research manager,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf64290b0b3440d9b5cff_5e3c9b1c9c2fdd73b6762d61_dirk-min.jpeg,,https://twitter.com/dirksoetens,https://www.linkedin.com/in/dirk-soetens-4886242/,
Lucas Vos,lucas-vos,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfce1abb0532,Fri Feb 07 2020 13:52:48 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:06 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:06 GMT+0000 (Coordinated Universal Time),,true,RTL Nederland,https://www.rtl.nl/,Senior Conversion Specialist,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf636eca8664798512913_lucasvos.jpeg,,https://twitter.com/lucasvos,https://www.linkedin.com/in/lucasfjvos/,
Cristian van Nispen,cristian-van-nispen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf3326bb0537,Sat Feb 15 2020 17:04:45 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:50 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:50 GMT+0000 (Coordinated Universal Time),,,Dept,https://www.deptagency.com,Lead Insights,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf626b4da168e8e271e2b_5e4824999065e751b5102bb9_cristiaan-min.jpeg,,https://twitter.com/cvnispen,https://nl.linkedin.com/in/cristianvannispen,
Janus de Visser,janus-de-visser,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf7911bb053c,Sat Feb 15 2020 21:34:18 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:45 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:45 GMT+0000 (Coordinated Universal Time),,,Cloud Nine Digital,https://cloudninedigital.nl/,Operations Director,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf621ef825f8200a14a3e_Janus-de-Visser.png,,,https://www.linkedin.com/in/janusdevisser/,
Tije Vlam,tije-vlam,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf8e78bb053f,Sat Feb 15 2020 21:36:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:38 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:38 GMT+0000 (Coordinated Universal Time),,,Trafficbuilders,https://www.traffic-builders.com,Digital Analytics Consultant,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf61aeca8663d50510461_tijevlam.png,,,https://www.linkedin.com/in/tijevlam/,
Mark Tijssen,mark-tijssen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf2c69bb053a,Sat Feb 15 2020 21:38:44 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:31 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:31 GMT+0000 (Coordinated Universal Time),,,Landal GreenParks,https://www.landal.nl/,Team Lead Web Intelligence,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf613b4e773073d6fddd0_Mark-Tijssen.png,,,https://www.linkedin.com/in/marktijssen/,
Michel van Luijtelaar,michel-van-luijtelaar,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf46c8bb0542,Sat Feb 15 2020 21:41:02 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:25 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:25 GMT+0000 (Coordinated Universal Time),,,Up Analytics,https://analytics.co.uk/,Founder,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf60df909c79d3449041b_MichelvanLuijtelaar.png,,,https://www.linkedin.com/in/michelvanluijtelaar/,
Twan Lammers,twan-lammers,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bffd12bb053d,Sat Feb 15 2020 21:42:36 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:18 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:18 GMT+0000 (Coordinated Universal Time),,,OrangeValley,https://orangevalley.nl/,Senior Data Analist,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf606eca866c1d950e891_twanlammers.png,,https://twitter.com/twan1989,https://www.linkedin.com/in/twanlammers/,
Hans Nauta,hans-nauta,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf5777bb0540,Sat Feb 15 2020 21:44:47 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:11 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:11 GMT+0000 (Coordinated Universal Time),,,Online Dialogue,https://onlinedialogue.nl/,Analytics & Optimization Expert,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5ff0ed199540a982b3d_hansnauta.png,https://hansnauta.com/,,https://www.linkedin.com/in/hansnauta/,
Reinier Koolmees,reinier-koolmees,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf3b7fbb0541,Sat Feb 15 2020 21:46:23 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:15:05 GMT+0000 (Coordinated Universal Time),,,Online Dialogue,https://onlinedialogue.nl/,Analytics & Optimization Expert,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5f887e34313f16eea27_5e4866a39065e7d5981259e1_photo_233380_184_184_90_s_c1_smart_scale-min.jpeg,,,https://www.linkedin.com/in/reinier-koolmees,
Nils Rooijmans,nils-rooijmans,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf3bdebb0538,Sat Feb 15 2020 21:49:16 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:59 GMT+0000 (Coordinated Universal Time),,,Self employed,https://nilsrooijmans.com/,Search Marketing Business Consultant,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5f3f909c7777648f1b5_5e486738baff8f61aba71cee_nils-rooijmans-2x-min.jpeg,,https://twitter.com/thatsearchguynl,https://www.linkedin.com/in/nilsrooijmans,
Erwin Kerk,erwin-kerk,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf12bcbb053b,Sat Feb 15 2020 22:03:48 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:54 GMT+0000 (Coordinated Universal Time),,,SiteSpect,https://www.sitespect.com/,Senior Consultant,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5eeffb518f7776cec7f_erwinkerk.png,,https://twitter.com/erwinkerk,https://www.linkedin.com/in/erwinkerk/,
Martijn Drijver,martijn-drijver,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf07c3bb053e,Sat Feb 15 2020 22:08:28 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:49 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:49 GMT+0000 (Coordinated Universal Time),,,Fosby Digital Agency,https://fosby.nl/,Teamlead SEO,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5e9b0713762971c28ab_5e486bd89065e79ed3127912_mrtijndrijver-min.jpeg,,,https://www.linkedin.com/in/martijndrijver/,
Jack Solcer,jack-solcer,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf12f1bb0551,Thu Mar 19 2020 16:35:46 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:44 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:44 GMT+0000 (Coordinated Universal Time),,,Omoda,https://www.omoda.nl/,CRO Specialist,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5e433bbb6ead78ee3b3_5e739f540a912b918d338b6e_jack-min.jpeg,,,https://www.linkedin.com/in/jsolcer/,
Els Aerts,els-aerts,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf7e9bbb0554,Wed Mar 25 2020 20:07:44 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:40 GMT+0000 (Coordinated Universal Time),true,true,AGConsult,https://www.agconsult.com/nl/,The 'A' from AGConsult,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5e0f909c7e73148e8d2_5e7bc169a627bcacdb390138_Els_0be59f146d7241dac208e3419f9e71d3.jpeg,,https://twitter.com/els_aerts,https://be.linkedin.com/in/elsaertswebusability,
Marco van Loon,marco-van-loon,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf256ebb0556,Mon Apr 06 2020 06:24:52 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:35 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:35 GMT+0000 (Coordinated Universal Time),,,Metrixlab,https://www.metrixlab.com/,Lead CX Researcher,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5db12847dbc5c56f6df_5e8acb21f99d7c5ae778147c_marco-min.jpeg,,https://twitter.com/marco_van_loon,https://www.linkedin.com/in/marco-van-loon-6121b16,
Mike Wilms,mike-wilms,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf7e8ebb055a,Mon Apr 13 2020 06:16:47 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:29 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:29 GMT+0000 (Coordinated Universal Time),,,De Nieuwe Zaak,https://www.denieuwezaak.nl,CRO & UX Consultant,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5d5297acc78deb92c74_5e94038e73fd9d5e0d88dbb0_mike-min.jpeg,https://www.mikewilms.nl,https://twitter.com/MikeWillem,https://www.linkedin.com/in/mikewilms/?originalSubdomain=nl,
Marlies Wilms Floet,marlies-wilms-floet,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf45e7bb055c,Mon Apr 13 2020 06:19:45 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:25 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:25 GMT+0000 (Coordinated Universal Time),true,,De Nieuwe Zaak,https://www.denieuwezaak.nl,Teamlead CRO,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5d09d4da5663fce0843_5e94043e639000608fd8165a_Marlies-Wilms-Floet-DNZ-1-min.jpeg,,,https://www.linkedin.com/in/marlieswilmsfloet/?originalSubdomain=nl,
Nico de Jong,nico-de-jong,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf5cf0bb0560,Tue Apr 21 2020 18:52:28 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:08 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:08 GMT+0000 (Coordinated Universal Time),,,Onwijs Marketing,https://www.onwijsmarketing.nl/,Owner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5c0be21178f538dcc68_5e9f40912890cb70f70fa562_nico-min.jpeg,,https://twitter.com/NicodeJongMSc,https://www.linkedin.com/in/nicodejongmsc/,
Bas Wouters,bas-wouters,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf5f17bb0565,Fri May 01 2020 13:16:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:03 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:14:03 GMT+0000 (Coordinated Universal Time),,,Online Influence Institute,https://onlineinfluence.com/,Partner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf5bbcb0ba1977cb9268e_5ed0f79e592a1fc611b533c0_Bas-Woiuters-min.jpeg,,,https://www.linkedin.com/in/bas-wouters-cmct-b50a9216/,false
Tjerk van der Veen,tjerk-van-der-veen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf468fbb05aa,Sun May 17 2020 11:58:32 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:11:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:11:05 GMT+0000 (Coordinated Universal Time),,,EcommerceWeb,https://www.ecommerceweb.nl/,Freelance Ecommerce Manager,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf509b4da16ed8e266f7b_5ec125de5013c5295a9c2939_tjerk-min.jpeg,,https://twitter.com/tjerkveen,https://www.linkedin.com/in/tjerkveen/,
Ronald Voorn,ronald-voorn,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf83e2bb05b1,Mon May 25 2020 15:35:24 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:10:55 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:10:55 GMT+0000 (Coordinated Universal Time),,,Hogeschool Utrecht,https://www.hu.nl/,Senior lecturer and researcher,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf4febe211767ad8d6dbe_5ecbe5ac572321736e3bf3d4_ronaldvoorn-min.jpeg,,https://twitter.com/ronvrn,https://www.linkedin.com/in/ronaldvoorn/,false
Sander Volbeda,sander-volbeda,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf3786bb05b2,Mon May 25 2020 15:39:11 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:10:49 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:10:49 GMT+0000 (Coordinated Universal Time),,,CRO-Tool,https://cro-tool.com/,Conversion (CRO) Specialist & UX Designer,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf4f90ed1994157977b65_5ecbe66b8e7127f98be1e3fb_sandervolbeda-min.jpeg,https://sandervolbeda.com/,https://twitter.com/sandervolbeda,https://www.linkedin.com/in/sandervolbeda/,false
Danny Oosterveer,danny-oosterveer,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfb980bb05e9,Sun Jul 12 2020 11:54:55 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:08:43 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:08:43 GMT+0000 (Coordinated Universal Time),,,Burgers' Zoo,https://www.burgerszoo.nl/,Data-gedreven marketeer,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf47bb6adc870bf8872a7_danny.jpeg,https://www.dannyoosterveer.nl/,https://twitter.com/DannyOosterveer,https://linkedin.com/in/dannyoosterveer/,
Jos IJntema,jos-ijntema,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf6ac1bb05fd,Sun Aug 09 2020 18:17:10 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:08:04 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:08:04 GMT+0000 (Coordinated Universal Time),,,Grain,https://graindataconsultants.com/,Co-Founder,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf454cd06410e27806f90_5f303d8ce83d3d4ac6411dec_josijntema-min.jpeg,,https://twitter.com/JosIJntema,https://www.linkedin.com/in/josijntema/,
Lisanne Maatman,lisanne-maatman,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf5c34bb060e,Mon Sep 21 2020 20:19:09 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:07:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:07:54 GMT+0000 (Coordinated Universal Time),true,,Dept Agency,https://www.deptagency.com/,Team Lead Insights & sr. CRO specialist,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf44a7b3985a9d43b8bd2_lisanne1.jpeg,http://lisannemaatman.nl/,https://twitter.com/lisannemaatman,https://www.linkedin.com/in/lisannemaatman/?originalSubdomain=nl,false
Dumky de Wilde,dumky-de-wilde,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf2ba6bb060f,Mon Sep 21 2020 20:21:55 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:07:50 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:07:50 GMT+0000 (Coordinated Universal Time),,,Dept Agency,https://www.deptagency.com,Senior Technical Analyst,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf44615730e0607b8a265_dumky.jpeg,https://www.dumkydewilde.nl/,,https://www.linkedin.com/in/dumkydewilde/,false
Bas van Dijk,bas-van-dijk,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf1e82bb0635,Thu Oct 01 2020 15:59:26 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:06:43 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:06:43 GMT+0000 (Coordinated Universal Time),,,Bol.com,https://www.bol.com,Customer Journey Excellence Specialist,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf403a2eb552ec2922465_bas.jpeg,,,https://www.linkedin.com/in/basvandijk2/,
Alen Sirovica,alen-sirovica,5ff1e0549f67bfbc76bb0281,5ff245862a2c19448ef3c254,Sun Jan 03 2021 22:30:30 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:05:37 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:05:37 GMT+0000 (Coordinated Universal Time),false,false,Elephant,https://elephantcs.nl/,Co-founder,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf3c1b4e7735a2a6e9abd_alen.jpeg,https://alensirovica.nl/,https://twitter.com/asirovica,https://www.linkedin.com/in/alensirovica/,true
Rob Harkink,rob-harkink,5ff1e0549f67bfbc76bb0281,5ff245aa6bdbfa47dd6365e8,Sun Jan 03 2021 22:31:06 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:05:32 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:05:32 GMT+0000 (Coordinated Universal Time),false,false,Tele2,https://www.tele2.nl/,Product owner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf3bb12847dd5a755acd3_rob.jpeg,,,https://nl.linkedin.com/in/robharkink,true
Wesley Singh,wesley-singh,5ff1e0549f67bfbc76bb0281,5ff245c70dfbf42e800c9c72,Sun Jan 03 2021 22:31:35 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:05:27 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:05:27 GMT+0000 (Coordinated Universal Time),false,false,Freelance,,Conversiespecialist,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf3b615730e5549b83a49_wesley.jpeg,https://wesleysingh.nl/,,https://nl.linkedin.com/in/wesleysingh,true
Rick Hoving,rick-hoving,5ff1e0549f67bfbc76bb0281,602d7ddda42747f07fee0d35,Wed Feb 17 2021 20:34:37 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:05:21 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:05:21 GMT+0000 (Coordinated Universal Time),false,false,ASICS,https://www.asics.com/nl/en-nl/,Sr. Ecommerce Manager,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf3b1dfcca5d3524de11a_rickhoving_1460735913_29_grey.jpeg,,https://twitter.com/rickhoving,https://www.linkedin.com/in/rickhoving/,false
