Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,female?,Type,Featured on homepage?,Company name,Company URL,Function/Title,Picture,Personal website,Twitter URL,LinkedIn URL,Upcoming,Book recommendations
Erwin Kerk,erwin-kerk,5f762516f490f5eca3d63977,5f762516f490f5961dd63bbe,Sat Feb 15 2020 22:03:48 GMT+0000 (Coordinated Universal Time),Mon Apr 26 2021 11:32:32 GMT+0000 (Coordinated Universal Time),Mon Apr 26 2021 11:32:32 GMT+0000 (Coordinated Universal Time),,podcast-guest,,SiteSpect,https://www.sitespect.com/,Senior Consultant,https://uploads-ssl.webflow.com/5be066740487be149c23be72/5f6a4b78cdfd72625be05dfe_erwinkerk.png,,https://twitter.com/erwinkerk,https://www.linkedin.com/in/erwinkerk/,,
Abbey Schoenberg,abbey-schoenberg,5f762516f490f5eca3d63977,6006134588049e63186f38bf,Mon Jan 18 2021 23:01:25 GMT+0000 (Coordinated Universal Time),Tue Apr 20 2021 14:12:52 GMT+0000 (Coordinated Universal Time),Tue Apr 20 2021 14:20:32 GMT+0000 (Coordinated Universal Time),true,podcast-guest,false,Fancy,,Director of Marketing,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bf97590b0b362eb9e2e9b_6006133cc399243b2ccafd5d_abbey.png,,,https://www.linkedin.com/in/abbeyramge/,false,
Daniël Markus,daniel-markus,5f762516f490f5eca3d63977,5f762516f490f567c0d63a56,Thu Mar 07 2019 11:06:53 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:50:12 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:50:12 GMT+0000 (Coordinated Universal Time),,book-author; podcast-guest,,Clickvalue,https://clickvalue.nl/,Founder/Director,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfe33b6adc86a9a8cda32_Daniel-Markus.jpeg,,,https://www.linkedin.com/in/danielmarkus,false,
Ruben de Boer,ruben-de-boer,5f762516f490f5eca3d63977,5f762516f490f53c97d63a7b,Mon Mar 11 2019 19:23:14 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:49:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:49:17 GMT+0000 (Coordinated Universal Time),,podcast-guest,,Online Dialogue,https://onlinedialogue.com/,Conversion optimization manager,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfdfdaf3e84f430b1b53e_5c89336c7c1da1f1e49aef28_Rubendeboar.jpeg,,https://twitter.com/iamrubenboer,https://www.linkedin.com/in/rgdeboer,,
Bart Schutz,bart-schutz,5f762516f490f5eca3d63977,5f762516f490f57f1ad63a83,Tue Mar 12 2019 12:55:46 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:49:06 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:49:06 GMT+0000 (Coordinated Universal Time),,podcast-guest,true,Online Dialogue,https://onlinedialogue.nl/,Consumer Psychologist,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfdf2eca86646285b263e_bartschutz.jpeg,,https://twitter.com/barts,https://linkedin.com/in/bartschutz,false,
Tom van den Berg,tom-van-den-berg,5f762516f490f5eca3d63977,5f762516f490f53abdd63a84,Wed Mar 13 2019 09:19:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:49:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:49:00 GMT+0000 (Coordinated Universal Time),,podcast-guest,,Online Dialogue,https://onlinedialogue.nl,Conversion manager,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfdec121eb9e0d4e7e392_5f69fbc97103471c5a1391bd_tomvdberg_66fc2839a60ec81c47be616723a3af5d.jpeg,,https://twitter.com/TomvdBerg1,https://www.linkedin.com/in/vandenbergtom,,
Bart van der Meer,bart-van-der-meer,5f762516f490f5eca3d63977,5f762516f490f512c3d63a9a,Sun Apr 14 2019 15:49:20 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:48:15 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:48:15 GMT+0000 (Coordinated Universal Time),,podcast-guest,,Klik Process,https://klikproces.nl/,Owner,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfdbe4d4664c02edbcc18_5cb3565537cbae1de50868fd_bartvdmeer.jpeg,,,https://nl.linkedin.com/in/bart-van-der-meer-6b561918,false,
Maurice Beerthuyzen,maurice-beerthuyzen,5f762516f490f5eca3d63977,5f762516f490f54cd9d63b2e,Tue Aug 13 2019 21:28:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:45:57 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:45:57 GMT+0000 (Coordinated Universal Time),,podcast-guest,,Nummer Negen,https://www.nummernegen.nl/,Owner & Online Optimizer,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfd34ae9e4c73b96718f6_5f69fcd19e8e95835f81ea39_5d532b9729b8f719cf996deb__f2397565af180b362c4f7142b4938781.jpeg,,https://twitter.com/maurisico,https://nl.linkedin.com/in/mauricebeerthuyzen,false,
Marta Florentyna Saratowicz,marta-florentyna-saratowicz,5f762516f490f5eca3d63977,5f762516f490f52390d63b3a,Tue Sep 10 2019 08:25:21 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:45:25 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:45:25 GMT+0000 (Coordinated Universal Time),true,podcast-guest,false,Resolution Media,https://www.resolutionmedia.com/,Web Analytics Manager,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfd15cb9e046f70ba5e9a_Marta-Florentyna-Saratowicz-288x300.png,,,https://www.linkedin.com/in/marta-florentyna-saratowicz/,false,
Weiwei Liu-Schröder,weiwei-liu-schroder,5f762516f490f5eca3d63977,5f762516f490f590fdd63b3e,Tue Sep 10 2019 09:08:12 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:45:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:45:05 GMT+0000 (Coordinated Universal Time),true,podcast-guest,true,Google,https://google.com,Google Analytics 360 solutions engineer,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfd0195f3042d47202831_Weiwei_Speaker-zw-d185c961.jpeg,,,https://www.linkedin.com/in/weiwei-liu-schr%C3%B6der-4b417936/,false,
Andre Morys,andre-morys,5f762516f490f5eca3d63977,5f762516f490f51693d63b42,Wed Sep 11 2019 12:50:27 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:44:44 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:44:44 GMT+0000 (Coordinated Universal Time),,podcast-guest,true,konversionsKRAFT,https://www.konversionskraft.de/,Founder & CEO,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfcec9f819728497c931f_andre-morys-konversionskraft-1170x943.jpeg,,https://twitter.com/morys,https://www.linkedin.com/in/andremorys/,false,
Krista Seiden,krista-seiden,5f762516f490f5eca3d63977,5f762516f490f55d58d63b4c,Thu Oct 10 2019 11:06:49 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:44:28 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:44:28 GMT+0000 (Coordinated Universal Time),true,podcast-guest,true,KS Digital,https://www.kristaseiden.com/,Digital Analytics expert,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfcdccf07a43977ca059d_5d9f10349a3ac63db80f168f_kristaseiden.jpeg,https://www.kristaseiden.com/,https://twitter.com/kristaseiden,https://www.linkedin.com/in/kristaseiden/,false,
Prolet Miteva,prolet-miteva,5f762516f490f5eca3d63977,5f762516f490f55cc2d63b4b,Thu Oct 10 2019 11:08:52 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:44:24 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:44:24 GMT+0000 (Coordinated Universal Time),true,podcast-guest,,Autodesk,https://www.autodesk.com/,DIgital Analytics Leader,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfcd77712d4762bb5fbb4_prolet.jpeg,,https://twitter.com/proletm,https://www.linkedin.com/in/prolet/,false,
Aurelie Pols,aurelie-pols,5f762516f490f5eca3d63977,5f762516f490f51b27d63b5a,Mon Dec 02 2019 18:52:16 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:44:03 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:44:03 GMT+0000 (Coordinated Universal Time),true,podcast-guest,true,Independent,,"Data Protection Officer, Privacy Engineer, and Data Scientist",https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfcc39df9421ce0212220_5de55c73f8e711d0b83ae3e3_aurelie-pols.jpeg,https://about.me/aureliepols,https://twitter.com/aureliepols,https://www.linkedin.com/in/aureliepols/,false,
Rick Dronkers,rick-dronkers,5f762516f490f5eca3d63977,5f762516f490f55a1ed63b5b,Mon Dec 02 2019 18:54:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:57 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:57 GMT+0000 (Coordinated Universal Time),,podcast-guest,,rickdronkers.com,https://rickdronkers.com/,Consultant in Marketing & Analytics,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfcbdb4981255551734f9_rick-dronkers.jpeg,,https://twitter.com/rickdronkers,https://www.linkedin.com/in/rickdronkers/,false,
Lukas Vermeer,lukas-vermeer,5f762516f490f5eca3d63977,5f762516f490f5f1ead63b5d,Mon Dec 02 2019 21:26:43 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:52 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:52 GMT+0000 (Coordinated Universal Time),,podcast-guest,true,Booking.com,https://www.booking.com,Director of Experimentation,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfcb7eca866596a59734f_5f68de817aca45296bbb78f1_5de5816c37090fb991ad7c30__e0ed1bf17276e7b95125d4e93a9d16a1.jpeg,https://lukasvermeer.github.io/,https://twitter.com/lukasvermeer,https://www.linkedin.com/in/lukasvermeer,false,the-norm-chronicles
Charles Meaden,charles-meaden,5f762516f490f5eca3d63977,5f762516f490f5857cd63b5f,Mon Dec 02 2019 21:28:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:45 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:45 GMT+0000 (Coordinated Universal Time),,podcast-guest,,Digital Nation,https://digitalnation.co.uk/,Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfcb1b0713746971f344e_Charles_Meaden.jpeg,,https://twitter.com/charlesmeaden,https://www.linkedin.com/in/charlesmeaden/,false,
Niels Reijmer,niels-reijmer,5f762516f490f5eca3d63977,5f762516f490f576c8d63b5e,Mon Dec 02 2019 21:33:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:41 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:41 GMT+0000 (Coordinated Universal Time),,podcast-guest,,The Data Story,http://thedatastory.nl/,Co-Owner and Data Consultant,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfcad5df48e6bcec57489_5de582fed82fca686ff8d2bc_niels-reijmer_3a13b5ee11e11336fc7dc48bf6edb2c1.png,,,https://www.linkedin.com/in/nielsreijmer/,false,
Stephen Pavlovich,stephen-pavlovich,5f762516f490f5eca3d63977,5f762516f490f50168d63b60,Mon Dec 02 2019 21:35:46 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:36 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:36 GMT+0000 (Coordinated Universal Time),,podcast-guest,true,Conversion.com,https://conversion.com/,CEO,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfca8d309243e5aaf9137_5f68decef8e27d423b4e386c_5de583a8b095a7579c24d2e3_Stephen-Pavlovich-262x272-min.jpeg,,https://twitter.com/pav,https://www.linkedin.com/in/stephenpavlovich/?originalSubdomain=uk,false,
Guy Yalif,guy-yalif,5f762516f490f5eca3d63977,5f762516f490f57159d63b61,Mon Dec 02 2019 21:38:12 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:31 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:31 GMT+0000 (Coordinated Universal Time),,podcast-guest,,Intellimize,https://www.intellimize.com/,CEO,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfca395f3041ec91ffffc_5de5843e21eea7f972240083_guyyalif.jpeg,,https://twitter.com/gyalif?lang=en,https://www.linkedin.com/in/gyalif/,false,
Roger Dooley,roger-dooley,5f762516f490f5eca3d63977,5f762516f490f53ce8d63b62,Mon Dec 02 2019 21:44:01 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:27 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:43:27 GMT+0000 (Coordinated Universal Time),,podcast-guest; book-author,true,The Brainfluence Podcast,https://www.rogerdooley.com/category/podcast/,"Author, Keynote Speaker, Podcast Host",https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfc9e33bbb68dd396ffe5_roger-dooley.jpeg,https://www.rogerdooley.com/,https://twitter.com/rogerdooley,https://www.linkedin.com/in/dooley/,false,
Manuel Da Costa,manuel-da-costa,5f762516f490f5eca3d63977,5f762516f490f56835d63b7f,Thu Dec 05 2019 14:07:07 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:42:34 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:42:34 GMT+0000 (Coordinated Universal Time),,podcast-guest,,EffectiveExperiments,https://effectiveexperiments.com/,Experimentation Evangelist,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfc6a9cdd160de734b5cb_5de90ea01db32aa830d7a38c_manuel.jpeg,,https://twitter.com/Digital_tonic,https://www.linkedin.com/in/manueldacosta/,,
Joaquim Bretcha,joaquim-bretcha,5f762516f490f5eca3d63977,5f762516f490f57c3ed63ba9,Thu Feb 06 2020 22:52:30 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:40:29 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:40:29 GMT+0000 (Coordinated Universal Time),,podcast-guest,,ESOMAR,https://www.esomar.org/,President,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfbed0ed19990779a309f_5e3c985c260abe75e475aa13_jbretcha-800x800-1-min.jpeg,,https://twitter.com/jbretcha,https://www.linkedin.com/in/joaquimbretcha,,
Jon Puleston,jon-puleston,5f762516f490f5eca3d63977,5f762516f490f59d0dd63bb2,Thu Feb 06 2020 22:55:13 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:40:25 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:40:25 GMT+0000 (Coordinated Universal Time),,podcast-guest,true,Kantar,https://www.kantar.com/,VP Innovation ,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfbe8b6adc811b08ba637_5e3c99386f2620816a346b10_jon.jpeg,,https://twitter.com/jonpuleston,https://www.linkedin.com/in/jonpuleston,false,
John Dawson ,john-dawson,5f762516f490f5eca3d63977,5f762516f490f51f64d63bb1,Thu Feb 06 2020 23:11:31 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:40:10 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:40:10 GMT+0000 (Coordinated Universal Time),,podcast-guest,,ScanmarQED,https://www.scanmarqed.com/,Managing Director,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfbd94d46643991d96878_John-Linkedin.jpeg,,,https://www.linkedin.com/in/johnadawson/,,
Lucas Vos,lucas-vos,5f762516f490f5eca3d63977,5f762516f490f50ba3d63bb5,Fri Feb 07 2020 13:52:48 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:40:04 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:40:04 GMT+0000 (Coordinated Universal Time),,podcast-guest,true,RTL Nederland,https://www.rtl.nl/,Senior Conversion Specialist,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfbd3dfcca5592c5063bb_lucasvos.jpeg,,https://twitter.com/lucasvos,https://www.linkedin.com/in/lucasfjvos/,,
Simo Ahava,simo-ahava,5f762516f490f5eca3d63977,5f762516f490f5d3ead63bb8,Sat Feb 15 2020 16:31:51 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:39:58 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:39:58 GMT+0000 (Coordinated Universal Time),,podcast-guest,true,8-bit-sheep,https://8-bit-sheep.com/,Sheep Analytics Officer,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfbce87e3434955753b6e_simo.jpeg,https://www.simoahava.com/,https://twitter.com/SimoAhava,https://fi.linkedin.com/in/simoahava,,
Steen Rasmussen,steen-rasmussen,5f762516f490f5eca3d63977,5f762516f490f5ad7ed63bb9,Sat Feb 15 2020 16:34:43 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:39:52 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:39:52 GMT+0000 (Coordinated Universal Time),,podcast-guest,,IIH Nordic,https://iihnordic.com/,"Director of analysis, research and user motivation",https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfbc833bbb69c4c95dfe8_SteenRasmussen-min.jpeg,,https://twitter.com/strasm,https://www.linkedin.com/in/steenrasmussen,,
Sean Sheppard,sean-sheppard,5f762516f490f5eca3d63977,5f762516f490f57dd7d63be1,Sun Apr 19 2020 21:33:32 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:38:19 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:38:19 GMT+0000 (Coordinated Universal Time),,podcast-guest,true,GrowthX,https://growthx.com/,Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb6b1a79dd85fa7e7302_5f68dd6e7ca0913760957580_5f68cc1e8258eb75984c90fb__50d3819fc3719fe0408873067f1e79f3.jpeg,,https://twitter.com/seanasheppard,https://www.linkedin.com/in/seansheppard/,,
Matt Beischel,matt-beischel,5f762516f490f5eca3d63977,5f762516f490f520d5d63be2,Sun Apr 19 2020 21:48:19 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:38:14 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:38:14 GMT+0000 (Coordinated Universal Time),,podcast-guest,,CorvusCRO,https://corvuscro.com/,Owner,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb66333c5948e2afe9e3_5e9cc6e1e014f955a3a78bce_Matt-Beischel-min.jpeg,,https://twitter.com/mjbeisch,https://www.linkedin.com/in/mattbeischel/,,
Bas Wouters,bas-wouters,5f762516f490f5eca3d63977,5f762516f490f5e344d63be8,Fri May 01 2020 13:16:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:38:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:38:05 GMT+0000 (Coordinated Universal Time),,book-author; podcast-guest,,Online Influence Institute,https://onlineinfluence.com/,Partner,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb5c7b3985cf293d69c4_5ed0f79e592a1fc611b533c0_Bas-Woiuters-min.jpeg,,,https://www.linkedin.com/in/bas-wouters-cmct-b50a9216/,false,
Raoul Doraiswamy,raoul-doraiswamy,5f762516f490f5eca3d63977,5f762516f490f53932d63c01,Sat May 02 2020 12:23:13 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:38:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:38:00 GMT+0000 (Coordinated Universal Time),,podcast-guest,,Conversionry,https://conversionry.com.au/,Founder & MD,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb5886d76736043be12c_raoul.jpeg,,https://twitter.com/raoulwarren,https://www.linkedin.com/in/raouldoraiswamy/,,
