Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,female?,Type,Featured on homepage?,Company name,Company URL,Function/Title,Picture,Personal website,Twitter URL,LinkedIn URL,Upcoming,Book recommendations
Marianne Stjernvall,marianne-stjernvall,5f762516f490f5eca3d63977,5f762516f490f54f70d63c04,Wed May 06 2020 07:58:46 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:54 GMT+0000 (Coordinated Universal Time),true,podcast-guest,,TUI Group,https://www.tuigroup.com,CRO Manager,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb52183191fe40578c59_5eb26e2242d8e18fce58ce88_marianne-scaled-min.jpeg,http://www.thequeenofcro.com,https://twitter.com/stjernvall,https://www.linkedin.com/in/marianne-stjernvall-%E2%99%A0%EF%B8%8F-04983680/,false,the-design-of-everyday-things
Johann van Tonder ,johann-van-tonder,5f762516f490f5eca3d63977,5f762516f490f515b8d63c0a,Thu May 07 2020 11:16:58 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:49 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:49 GMT+0000 (Coordinated Universal Time),,book-author,,AWA Digital,https://www.awa-digital.com/,COO,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb4d034cfae77a16a66f_iYmTmBIT_400x400.jpeg,,https://twitter.com/amaclickclick,https://www.linkedin.com/in/jvtonder/,,
Dan Croxen-John,dan-croxen-john,5f762516f490f5eca3d63977,5f762516f490f55d45d63c0b,Thu May 07 2020 11:21:39 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:44 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:44 GMT+0000 (Coordinated Universal Time),,book-author,,AWA Digital,https://www.awa-digital.com/,CEO,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb470f5a744293d4b25f_KX7ritqE_400x400.jpeg,,https://twitter.com/dancroxenjohn,https://www.linkedin.com/in/dancroxenjohn/,,
Martijn van Tongeren,martijn-van-tongeren,5f762516f490f5eca3d63977,5f762516f490f5f180d63c0c,Thu May 07 2020 11:27:20 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:38 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:38 GMT+0000 (Coordinated Universal Time),,book-author,,IMU BV,https://imu.nl,Eigenaar,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb41b6576a18805cfb46_martijn-van-tongeren-imu-event-450x450.png,https://martijnvantongeren.nl/,,https://www.linkedin.com/in/martijnvantongeren,,
Robert M. Sapolsky,robert-m-sapolsky,5f762516f490f5eca3d63977,5f762516f490f56c3fd63c0d,Thu May 07 2020 11:30:09 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:31 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:31 GMT+0000 (Coordinated Universal Time),,book-author,,Stanford University,https://www.stanford.edu/,Neuroendocrinologist,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb3acb0ba14614bcb727_avatar.jpeg,,,,,
Steve Krug,steve-krug,5f762516f490f5eca3d63977,5f762516f490f50791d63c0e,Thu May 07 2020 11:32:43 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:24 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:24 GMT+0000 (Coordinated Universal Time),,book-author,,Advanced Common Sense,http://www.sensible.com/,Consultant,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb34033eb05bd55bc0dd_headshot-Steve-Krug.jpeg,,https://twitter.com/skrug,,,
Stefan H. Thomke,stefan-h-thomke,5f762516f490f5eca3d63977,5f762516f490f51dced63c0f,Thu May 07 2020 11:38:31 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:17 GMT+0000 (Coordinated Universal Time),,book-author,,Harvard Business School,https://www.hbs.edu/,Professor of Business Administration,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb2d297acc0d47b9ef8e_thomke.png,,,https://www.linkedin.com/in/stefan-thomke-innovation/,,
Robert B. Cialdini,robert-b-cialdini,5f762516f490f5eca3d63977,5f762516f490f5570dd63c10,Thu May 07 2020 11:41:25 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:10 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:10 GMT+0000 (Coordinated Universal Time),,book-author,,Arizona State University,https://www.asu.edu/,Professor Emeritus of Psychology and Marketing,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb26acbd4d5cd3633cf4_cialdini.png,,https://twitter.com/RobertCialdini,,,
Peep Laja,peep-laja,5f762516f490f5eca3d63977,5f762516f490f5df8bd63c12,Thu May 07 2020 11:43:24 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:02 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:37:02 GMT+0000 (Coordinated Universal Time),,book-author; podcast-guest,true,CXL,https://cxl.com/,Founder and CEO,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb1e121eb99152e58ea0_peep.jpeg,,https://twitter.com/peeplaja,https://www.linkedin.com/in/peeplaja/,false,
Dan Ariely,dan-ariely,5f762516f490f5eca3d63977,5f762516f490f5b8a4d63c13,Thu May 07 2020 11:46:48 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:58 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:58 GMT+0000 (Coordinated Universal Time),,book-author,,Duke University,https://duke.edu/,Professor of Psychology and Behavioral Economics,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb19692e36681831edcb_danariely.jpeg,http://danariely.com/,https://twitter.com/danariely,https://www.linkedin.com/in/danariely/,,
Jason Fried,jason-fried,5f762516f490f5eca3d63977,5f762516f490f532ccd63c14,Thu May 07 2020 11:49:32 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:50 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:50 GMT+0000 (Coordinated Universal Time),,book-author,,Basecamp,https://basecamp.com/,Founder & CEO,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb122c8e12e5be2ba8ee_102464181-Jason-Fried.jpeg,,https://twitter.com/jasonfried,https://www.linkedin.com/in/37signals/,,
Don Norman,don-norman,5f762516f490f5eca3d63977,5f762516f490f5a075d63c15,Thu May 07 2020 11:52:03 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:44 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:44 GMT+0000 (Coordinated Universal Time),,book-author,,University of California,https://www.universityofcalifornia.edu/,Director of The Design Lab,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb0c333c59719caf964b_DonNorman2003-3.jpg.jpeg,,https://twitter.com/jnd1er,https://www.linkedin.com/in/donnorman/,,
Robert M. Martin,robert-m-martin,5f762516f490f5eca3d63977,5f762516f490f511a5d63c16,Thu May 07 2020 11:57:45 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:38 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:38 GMT+0000 (Coordinated Universal Time),,book-author,,x,,,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb06e9e95882f6b1d7b7_img-person-placeholder.jpeg,,,,,
Daniel Kahneman,daniel-kahneman,5f762516f490f5eca3d63977,5f762516f490f563f4d63c17,Thu May 07 2020 12:00:41 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:33 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:33 GMT+0000 (Coordinated Universal Time),,book-author,,Princeton University,https://www.princeton.edu/,Professor of Psychology,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfb01333c595b1eaf8946_Aurum-Speakers-Bureau-Daniel-Kahneman.jpeg,,,,,
Ronny Kohavi,ronny-kohavi,5f762516f490f5eca3d63977,5f762516f490f52a0dd63c18,Thu May 07 2020 12:02:29 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:28 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:28 GMT+0000 (Coordinated Universal Time),,book-author,,AirBnB,https://twitter.com/ronnyk,Vice President and Technical Fellow,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfafb033eb06bb45b7a59_Ronny_Kohavi_Microsoft.jpeg,,https://twitter.com/ronnyk,https://www.linkedin.com/in/ronnyk/,,
Georgi Georgiev ,georgi-zdravkov-georgiev,5f762516f490f5eca3d63977,5f762516f490f5884ed63c1a,Mon May 11 2020 11:00:08 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:22 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:22 GMT+0000 (Coordinated Universal Time),,book-author; podcast-guest,,Web Focus LLC,http://www.webfocus.bg/,Owner,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfaf5d309241a08aee164_5eb930089385fd02c8f940f9_georgi-min.jpeg,,https://twitter.com/georgizgeorgiev,https://www.linkedin.com/in/geoprofi/,,
Jochen Grünbeck,jochen-grunbeck,5f762516f490f5eca3d63977,5f762516f490f550f3d63c1d,Mon May 11 2020 11:12:07 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:17 GMT+0000 (Coordinated Universal Time),,book-author,,Convertize,https://www.convertize.com/,,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfaf1d3fe2a10d6188d16_2-b2tLoIKU7-T5UF8ygCeYSw.jpeg,,,,,
Philippe Aimé,philippe-aime,5f762516f490f5eca3d63977,5f762516f490f53029d63c1e,Mon May 11 2020 11:13:04 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:11 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:11 GMT+0000 (Coordinated Universal Time),,book-author,,Convertize,https://www.convertize.com/,,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfaebdfcca5715b4fa7a6_2-U-6igpXbQOgGYghFKTXerA.jpeg,,,,,
Dan Siroker,dan-siroker,5f762516f490f5eca3d63977,5f762516f490f5a3e8d63c20,Mon May 11 2020 11:21:22 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:05 GMT+0000 (Coordinated Universal Time),,book-author,,Optimizely,https://www.optimizely.com,Co-Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfae54bb86170f923dea5_dansiroker.jpeg,,,,,
Pete Koomen,pete-koomen,5f762516f490f5eca3d63977,5f762516f490f52db4d63c21,Mon May 11 2020 11:22:36 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:36:00 GMT+0000 (Coordinated Universal Time),,book-author,,Optimizely,https://www.optimizely.com/,Co-Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfadfb49812a1771515dd_petekoomen.jpeg,,https://twitter.com/koomen,https://www.linkedin.com/in/petekoomen/,,
Chris Goward,chris-goward,5f762516f490f5eca3d63977,5f762516f490f5789bd63c24,Mon May 11 2020 11:30:04 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:54 GMT+0000 (Coordinated Universal Time),,book-author,,WiderFunnel,https://www.widerfunnel.com/,Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfadabbc4043a0248b637_-jNuh0EM_400x400.jpeg,,https://twitter.com/chrisgoward,,,
Morgan Legge,morgan-legge,5f762516f490f5eca3d63977,5f762516f490f53e1fd63c25,Mon May 11 2020 11:32:06 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:49 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:49 GMT+0000 (Coordinated Universal Time),true,podcast-guest,false,Convert,https://www.convert.com/,Director of Operations & Certified Partner Outreach,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfad54d4664574cd82941_5eb937b21a56203479b949f2_63NSHNbN_400x400.jpeg,,https://twitter.com/morganleggeYUL,,false,
Andrea Corvi,andrea-corvi,5f762516f490f5eca3d63977,5f762516f490f5c38bd63c26,Mon May 11 2020 11:34:58 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:45 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:45 GMT+0000 (Coordinated Universal Time),,podcast-guest,,iTech Media,https://itech.media/,Experimentation Manager,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfad08f838e6194560dd2_5eb938491617021be42ea9ed_andrea-min.jpeg,,,https://www.linkedin.com/in/andreacorvi/,false,experimentation-works; statistical-methods-in-online-a-b-testing
Colin McFarland,colin-mcfarland,5f762516f490f5eca3d63977,5f762516f490f53f43d63c27,Mon May 11 2020 11:38:21 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:40 GMT+0000 (Coordinated Universal Time),,book-author,,Netflix,https://www.netflix.com,"Director, Experimentation Platform",https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfacbab967a08eb04fbb6_colin.jpeg,,,https://www.linkedin.com/in/mcfrl/,,
Divakar Gupta,divakar-gupta,5f762516f490f5eca3d63977,5f762516f490f54443d63c2a,Mon May 11 2020 11:45:06 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:33 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:33 GMT+0000 (Coordinated Universal Time),,book-author,,Expedia Group,https://www.expediagroup.com/,Global Product Management,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfac5acbd4d560162d9ed_divakar.jpeg,,,https://www.linkedin.com/in/divakargupta/,,
Sachin Gupta,sachin-gupta,5f762516f490f5eca3d63977,5f762516f490f53a95d63c2b,Mon May 11 2020 11:47:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:28 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:28 GMT+0000 (Coordinated Universal Time),,book-author,,Wingify,https://wingify.com/,Account Executive,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfac0cb0ba10bb0bc294c_sachin.jpeg,,,https://www.linkedin.com/in/sachin-gupta-linkedin/,,
AJ Davis,aj-davis,5f762516f490f5eca3d63977,5f762516f490f50f28d63c32,Mon May 25 2020 15:33:30 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:15 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:15 GMT+0000 (Coordinated Universal Time),true,podcast-guest,,Experiment Zone,https://experimentzone.com,Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfab3033eb0b7d85afd0c_5ecbe5147557e7242168c452_ajdavis-min.jpeg,,,https://www.linkedin.com/in/ajdavisatx/,false,
Alexander Osterwalder,alexander-osterwalder,5f762516f490f5eca3d63977,5f762516f490f5da58d63c37,Tue May 26 2020 20:05:29 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:35:00 GMT+0000 (Coordinated Universal Time),,book-author,,Strategyzer,https://www.strategyzer.com/,Co-founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfaa3b0713740ab1e31b6_alex-osterwalder.jpeg,http://alexosterwalder.com/,https://twitter.com/AlexOsterwalder,https://www.linkedin.com/in/osterwalder/,,
Tomer Sharon,tomer-sharon,5f762516f490f5eca3d63977,5f762516f490f58315d63c38,Fri May 29 2020 08:40:28 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:54 GMT+0000 (Coordinated Universal Time),,book-author,,Goldman Sachs,https://www.goldmansachs.com/,"Managing Director, Head of User Research & Metrics",https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfa9ebe4a5f948017a9b8_tomer-sharon.jpeg,,https://twitter.com/tsharon,https://www.linkedin.com/in/tomersharon/,,
Himanshu Sharma,himanshu-sharma,5f762516f490f5eca3d63977,5f762516f490f55dfbd63c3d,Fri May 29 2020 12:18:14 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:48 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:48 GMT+0000 (Coordinated Universal Time),,book-author,,Optimize Smart,https://www.optimizesmart.com/,Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfa97bb13e359e334bfa6_himanshu-in-the-office-768x823.jpeg,,https://twitter.com/analyticsnerd,https://www.linkedin.com/in/analyticsnerd,,
David Spiegelhalter,david-spiegelhalter,5f762516f490f5eca3d63977,5f762516f490f5a1bcd63c3f,Fri May 29 2020 13:22:31 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:42 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:42 GMT+0000 (Coordinated Universal Time),,book-author,,Winton Centre for Risk and Evidence Communication,,Chair,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfa919d0a8a0173bc012d_David-Spiegelhalter-768x907.jpeg,,https://twitter.com/d_spiegel,,,
Michael Blastland,michael-blastland,5f762516f490f5eca3d63977,5f762516f490f5374dd63c40,Fri May 29 2020 13:24:47 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:35 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:35 GMT+0000 (Coordinated Universal Time),,book-author,,Winton Centre for Risk and Evidence Communication,,,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfa8bb8af0963dc4df8aa_data53749512-8e1b43.jpeg,,,,,
Kim Scott,kim-scott,5f762516f490f5eca3d63977,5f762516f490f53ff3d63c43,Mon Jun 01 2020 14:04:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:28 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:28 GMT+0000 (Coordinated Universal Time),,book-author,,Radical Candor,https://www.radicalcandor.com/,Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfa84a2eb550d859457c3_Kim-Scott-1x1-(1).jpeg,https://kimmalonescott.com/,,https://www.linkedin.com/in/kimm4/,,
Jerry Colonna,jerry-colonna,5f762516f490f5eca3d63977,5f762516f490f5cdd1d63c46,Mon Jun 01 2020 14:11:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:22 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:22 GMT+0000 (Coordinated Universal Time),,book-author,,Reboot,https://www.reboot.io/,Founder,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfa7eb0713736181e2786_jerry.jpeg,,,https://www.linkedin.com/in/jerry-colonna-reboot/,,
Lisette Sutherland,lisette-sutherland,5f762516f490f5eca3d63977,5f762516f490f5923ed63c48,Mon Jun 01 2020 14:17:42 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:34:17 GMT+0000 (Coordinated Universal Time),,book-author,, Collaboration Superpowers ,https://www.collaborationsuperpowers.com/,Director,https://uploads-ssl.webflow.com/5be066740487be149c23be72/604bfa79991ee1a6cf70f027_lisette.jpeg,https://lisettesutherland.com/,https://twitter.com/lightling,https://www.linkedin.com/in/lisettesutherland/,,
